timestamp,batch_id,model,num_pairs,latency_ms,cache_hits,fallback_used,parse_ok,error_type,prompt_chars,response_chars,prompt_hash,response_hash
2025-12-29T22:42:23.004768+00:00,356760b0-432d-43dc-b8e3-088ffd758cbd,gpt-5-nano,1,0.007,0,False,True,,1415,37,6c7161bbf42a2230544bde460dc68ca653cebd0fd629251ba97cf8998362e87f,1208859c08570e008beeb8767308ea415641c493ff13b6e243b07f6e89098cda
2025-12-29T22:43:19.120002+00:00,df1f32a4-537c-4076-8a5d-f3c15ef9bf9f,gpt-5-nano,1,0.008,0,False,True,,1415,37,6c7161bbf42a2230544bde460dc68ca653cebd0fd629251ba97cf8998362e87f,1208859c08570e008beeb8767308ea415641c493ff13b6e243b07f6e89098cda
2025-12-29T22:43:48.463054+00:00,5edeba98-a12a-4417-a316-637692d7e8ef,gpt-5-nano,1,0.006,0,False,True,,1415,37,6c7161bbf42a2230544bde460dc68ca653cebd0fd629251ba97cf8998362e87f,1208859c08570e008beeb8767308ea415641c493ff13b6e243b07f6e89098cda
2025-12-29T22:44:38.068049+00:00,6e2592c9-9a04-450c-b9f5-55f7810dfc05,gpt-5-nano,1,0.01,0,False,True,,1415,37,6c7161bbf42a2230544bde460dc68ca653cebd0fd629251ba97cf8998362e87f,1208859c08570e008beeb8767308ea415641c493ff13b6e243b07f6e89098cda
